3.910714286,3.767857143,0.901785714,7.678571429,1.4375,2.568452381,2.163690476,0.446428571,0.455357143,0.428571429,0.24702381,1.56547619,0.041666667,0.041666667,0.12202381,0.142857143,0.130952381,0.107142857,0.244047619,0.267857143,76.4038943,78.83256941,95.83333333,62.19246032,10.26785714,12.64880952,14.21143399,23.9416964,1.646825397,good
3.839285714,3.970238095,0.720238095,7.80952381,1.363095238,2.571428571,2.619047619,0.383928571,0.336309524,0.232142857,0.181547619,1.741071429,0.044642857,0.038690476,0.130952381,0.130952381,0.119047619,0.125,0.25297619,0.25,78.05570747,79.70592108,95.83333333,61.64298154,3.978174603,15.71428571,16.41272593,22.34480997,1.408730159,bad
4.345238095,4.24702381,0.928571429,8.592261905,1.723214286,2.717261905,2.550595238,0.37797619,0.550595238,0.258928571,0.306547619,1.520833333,0.044642857,0.041666667,0.12202381,0.139880952,0.12797619,0.104166667,0.24702381,0.241071429,79.95593699,77.07939549,95.83333333,61.17447878,8.73015873,18.5515873,18.78145821,23.33931613,3.263888889,bad
3.788690476,3.660714286,1.255952381,7.449404762,1.226190476,2.657738095,2.56547619,0.744047619,0.511904762,0.366071429,0.517857143,2.24702381,0.041666667,0.035714286,0.148809524,0.130952381,0.110119048,0.12202381,0.25297619,0.241071429,75.29548857,72.13157694,95.83333333,64.68253968,8.417983556,12.31150794,10.61294889,17.63289383,2.673935937,bad
4.526785714,4.074404762,0.889880952,8.601190476,2.0625,2.55952381,2.738095238,0.404761905,0.485119048,0.375,0.241071429,1.693452381,0.044642857,0.041666667,0.119047619,0.130952381,0.12202381,0.110119048,0.241071429,0.258928571,75.72593184,78.48035731,95.83333333,59.23611216,9.974873587,17.49007831,16.48981968,25.3599928,3.486777295,good
4.672619048,4.375,0.857142857,9.047619048,1.738095238,3.029761905,2.946428571,0.488095238,0.369047619,0.366071429,0.291666667,2.074404762,0.047619048,0.041666667,0.136904762,0.139880952,0.110119048,0.116071429,0.258928571,0.241071429,72.19363073,75.01671578,95.83333333,64.1962472,4.672619048,14.74206455,7.997383535,22.0405253,1.051588355,bad
4.43452381,3.889880952,0.723214286,8.324404762,1.741071429,2.782738095,2.705357143,0.264880952,0.458333333,0.3125,0.211309524,1.943452381,0.041666667,0.041666667,0.125,0.142857143,0.133928571,0.107142857,0.25,0.25,74.17502017,75.2206948,95.83333333,63.07557715,10.6547619,12.26190476,11.09944302,19.86355194,1.500024756,good
4.211309524,3.860119048,0.967261905,8.071428571,1.517857143,2.788690476,2.342261905,0.55952381,0.407738095,0.294642857,0.348214286,1.931547619,0.038690476,0.038690476,0.130952381,0.133928571,0.119047619,0.119047619,0.25297619,0.25,76.73585025,79.81268945,95.83333333,61.9047619,11.96428571,11.15119611,14.83108834,24.10872683,1.327758654,good
4.979166667,4.160714286,0.803571429,9.139880952,2.241071429,2.803571429,2.788690476,0.473214286,0.330357143,0.196428571,0.235119048,1.380952381,0.041666667,0.050595238,0.133928571,0.12797619,0.110119048,0.119047619,0.24702381,0.258928571,75.80398113,74.19329099,95.83333333,61.62701977,18.83928571,5.738128433,14.17696135,20.57185678,1.944006342,good
4.413690476,3.880952381,0.854166667,8.294642857,1.729166667,2.761904762,2.476190476,0.375,0.479166667,0.330357143,0.25,1.508928571,0.041666667,0.044642857,0.130952381,0.139880952,0.119047619,0.110119048,0.25,0.25,79.26605808,80.00287595,95.83333333,63.56802776,12.91666667,9.241627839,15.69803033,26.82827278,2.658765803,good
4.714285714,4.535714286,0.848214286,9.25,1.360119048,3.449404762,2.87202381,0.511904762,0.336309524,0.333333333,0.175595238,1.946428571,0.041666667,0.029761905,0.130952381,0.142857143,0.12797619,0.110119048,0.25297619,0.241071429,75.1651291,77.44569856,95.83333333,63.88678399,3.75,19.70238095,11.27834511,22.4853811,2.148327211,bad
4.119047619,4.035714286,0.821428571,8.154761905,1.044642857,3.169642857,2.791666667,0.410714286,0.410714286,0.291666667,0.282738095,1.770833333,0.041666667,0.041666667,0.125,0.142857143,0.116071429,0.104166667,0.244047619,0.267857143,79.38732062,76.50468446,95.83333333,62.70388277,8.333333333,15.71428571,16.68343785,24.8380178,1.284212471,good
4.589285714,3.910714286,0.776785714,8.5,1.404761905,3.267857143,2.788690476,0.50297619,0.273809524,0.175595238,0.181547619,2.014880952,0.038690476,0.038690476,0.130952381,0.12797619,0.125,0.125,0.25297619,0.235119048,79.72291244,78.3739538,95.83333333,60.36706349,12.35119048,7.291666667,19.35584894,20.40768395,3.720238095,bad
